context	question	pred_answer	label	pred_verify
 The business consisted of a large public network that supported dial-up users and a private network business that allowed government agencies and large companies (mostly banks and airlines) to build their own dedicated networks	The public network business allowed government agencies to do what?	build their own dedicated networks	1	0
There were 158,349 households, of which 68,511 (43	How many households had someone alone under the age of 18?	68,511	1	0
Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines	What are the other four important complexity classes?	BPP, ZPP and RP	1	0
 Ersatzschulen lack the freedom to operate completely outside of government regulation	What do Sonderungsverbot not have when trying to operate without regulation?	freedom	1	1
 Around 1700, it is estimated that nearly 25% of the Amsterdam population was Huguenot	How many Huguenots lived in West Frisia in 1705?	Amsterdam	1	1
 When the Interstate Highway System was created in the 1950s, the decision was made to build what is now Interstate 5 on the west side of the Central Valley, and thus bypass many of the population centers in the region, instead of upgrading what is now State Route 99	In what year was the Interstate Highway System created?	1950s	0	1
Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen	What is the source of oxygen production through electrocatalytic means?	water	0	0
Since the Peace of Westphalia, the Upper Rhine formed a contentious border between France and Germany	When was the Peace of Westphalia established?	Peace of Westphalia	1	1
A method to lessen the magnitude of this heating and cooling was invented in 1804 by British engineer Arthur Woolf, who patented his Woolf high-pressure compound engine in 1805	Who patented the Woolf cooling cylinder?	Arthur Woolf	1	1
 A mere half decade later the tract had 267 homes	How many homes did the Pacific Improvement Corporation build?	267	1	0
 Address information is only transferred to each node during the connection set-up phase, when the route to the destination is discovered and an entry is added to the switching table in each network node through which the connection passes	What is a set up phase? 	when the route to the destination is discovered and an entry is added to the switching table in each network node through which the connection passes	1	0
 Specifically, its shorelines lie in the German states of Bavaria and Baden-Württemberg, the Austrian state of Vorarlberg, and the Swiss cantons of Thurgau and St	Where is the border of Bavaria?	German states of Bavaria	1	0
 The ban was proportionate as this was an appropriate and necessary way to tackle the serious problems of fraud that arise over the internet	What did Dutch health authorities regard as necessary?	The ban	1	1
The Rhine was not known to Herodotus and first enters the historical period in the 1st century BC in Roman-era geography	When did Herodotus discover the Rhine?	1st century BC	1	0
In July 2013, the English High Court of Justice found that Microsoft’s use of the term "SkyDrive" infringed on Sky’s right to the "Sky" trademark	What year did BSkyB and Microsoft announce their settlement?	2013	0	1
There is evidence that there have been significant changes in Amazon rainforest vegetation over the last 21,000 years through the Last Glacial Maximum (LGM) and subsequent deglaciation	Many changes in the vegetation of the amazon rainforest took place since the  Last Glacial Maximum, which was how many years ago?	21,000 years	0	0
 Frame Relay does it at level two, the data link layer	What is level two of the connection-orientated operation? 	data link layer	1	0
Both before and after the 1708 passage of the Foreign Protestants Naturalization Act, an estimated 50,000 Protestant Walloons and Huguenots fled to England, with many moving on to Ireland and elsewhere	About how many Walloons and Huguenots emigrated to England and Ireland in this era?	50,000	0	1
It has been argued that the term "civil disobedience" has always suffered from ambiguity and in modern times, become utterly debased	How has civil disobedience evolved in current times?	utterly debased	0	0
 For instance, the biggest school chain, Kunskapsskolan (“The Knowledge School”), offers 30 schools and a web-based environment, has 700 employees and teaches nearly 10,000 pupils	What is the Swedish word for school voucher?	Kunskapsskolan	1	1
In the mid-1950s, Frank Burnet, inspired by a suggestion made by Niels Jerne, formulated the clonal selection theory (CST) of immunity	What theory did Niels Jerne formulate?	clonal selection theory	1	1
 Secondly, aspirational consumption describes the process of middle income earners aspiring to achieve the standards of living enjoyed by their wealthier counterparts and one method of achieving this aspiration is by taking on debt	What is the term when middle income earners aspire to obtain the same standards of living as people wealthier than themselves?	aspirational consumption	0	0
